Image name,x1,y1,z1,x2,y2,z2
,2418.733333,1962.666667,1,2591.4,2025.2,1
,2422.5,1960,1,2593,2022.5,1
,2426.266667,1957.333333,1,2594.6,2019.8,1
,2430.033333,1954.666667,1,2596.2,2017.1,1
,2433.8,1952,1,2597.8,2014.4,1
,2437.566667,1949.333333,1,2599.4,2011.7,1
,2441.333333,1946.666667,1,2601,2009,1
,2445.1,1944,1,2602.6,2006.3,1
,2448.866667,1941.333333,1,2604.2,2003.6,1
,2452.633333,1938.666667,1,2605.8,2000.9,1
,2456.4,1936,1,2607.4,1998.2,1
,2460.166667,1933.333333,1,2609,1995.5,1
,2463.933333,1930.666667,1,2610.6,1992.8,1
,2467.7,1928,1,2612.2,1990.1,1
,2471.466667,1925.333333,1,2613.8,1987.4,1
,2475.233333,1922.666667,1,2615.4,1984.7,1
,2479,1920,1,2617,1982,1
,2455.766667,1895.566667,1,2594.066667,1961.9,1
,2432.533333,1871.133333,1,2571.133333,1941.8,1
,2409.3,1846.7,1,2548.2,1921.7,1
,2386.066667,1822.266667,1,2525.266667,1901.6,1
,2362.833333,1797.833333,1,2502.333333,1881.5,1
,2339.6,1773.4,1,2479.4,1861.4,1
,2316.366667,1748.966667,1,2456.466667,1841.3,1
,2293.133333,1724.533333,1,2433.533333,1821.2,1
,2269.9,1700.1,1,2410.6,1801.1,1
,2246.666667,1675.666667,1,2387.666667,1781,1
,2223.433333,1651.233333,1,2364.733333,1760.9,1
,2200.2,1626.8,1,2341.8,1740.8,1
,2176.966667,1602.366667,1,2318.866667,1720.7,1
,2153.733333,1577.933333,1,2295.933333,1700.6,1
,2130.5,1553.5,1,2273,1680.5,1
,2107.266667,1529.066667,1,2250.066667,1660.4,1
,2084.033333,1504.633333,1,2227.133333,1640.3,1
,2060.8,1480.2,1,2204.2,1620.2,1
,2037.566667,1455.766667,1,2181.266667,1600.1,1
,2014.333333,1431.333333,1,2158.333333,1580,1
,1991.1,1406.9,1,2135.4,1559.9,1
,1967.866667,1382.466667,1,2112.466667,1539.8,1
,1944.633333,1358.033333,1,2089.533333,1519.7,1
,1921.4,1333.6,1,2066.6,1499.6,1
,1898.166667,1309.166667,1,2043.666667,1479.5,1
,1874.933333,1284.733333,1,2020.733333,1459.4,1
,1851.7,1260.3,1,1997.8,1439.3,1
,1828.466667,1235.866667,1,1974.866667,1419.2,1
,1805.233333,1211.433333,1,1951.933333,1399.1,1
,1782,1187,1,1929,1379,1
,1766.6,1201.3,1,1910.333333,1394.433333,1
,1751.2,1215.6,1,1891.666667,1409.866667,1
,1735.8,1229.9,1,1873,1425.3,1
,1720.4,1244.2,1,1854.333333,1440.733333,1
,1705,1258.5,1,1835.666667,1456.166667,1
,1689.6,1272.8,1,1817,1471.6,1
,1674.2,1287.1,1,1798.333333,1487.033333,1
,1658.8,1301.4,1,1779.666667,1502.466667,1
,1643.4,1315.7,1,1761,1517.9,1
,1628,1330,1,1742.333333,1533.333333,1
,1612.6,1344.3,1,1723.666667,1548.766667,1
,1597.2,1358.6,1,1705,1564.2,1
,1581.8,1372.9,1,1686.333333,1579.633333,1
,1566.4,1387.2,1,1667.666667,1595.066667,1
,1551,1401.5,1,1649,1610.5,1
,1535.6,1415.8,1,1630.333333,1625.933333,1
,1520.2,1430.1,1,1611.666667,1641.366667,1
,1504.8,1444.4,1,1593,1656.8,1
,1489.4,1458.7,1,1574.333333,1672.233333,1
,1474,1473,1,1555.666667,1687.666667,1
,1458.6,1487.3,1,1537,1703.1,1
,1443.2,1501.6,1,1518.333333,1718.533333,1
,1427.8,1515.9,1,1499.666667,1733.966667,1
,1412.4,1530.2,1,1481,1749.4,1
,1397,1544.5,1,1462.333333,1764.833333,1
,1381.6,1558.8,1,1443.666667,1780.266667,1
,1366.2,1573.1,1,1425,1795.7,1
,1350.8,1587.4,1,1406.333333,1811.133333,1
,1335.4,1601.7,1,1387.666667,1826.566667,1
,1320,1616,1,1369,1842,1
