Image name,x1,y1,z1,x2,y2,z2
,2937.833333,1500.833333,1,3063.733333,1563.266667,1
,2928.666667,1491.666667,1,3054.866667,1556.133333,1
,2919.5,1482.5,1,3046,1549,1
,2910.333333,1473.333333,1,3037.133333,1541.866667,1
,2901.166667,1464.166667,1,3028.266667,1534.733333,1
,2892,1455,1,3019.4,1527.6,1
,2882.833333,1445.833333,1,3010.533333,1520.466667,1
,2873.666667,1436.666667,1,3001.666667,1513.333333,1
,2864.5,1427.5,1,2992.8,1506.2,1
,2855.333333,1418.333333,1,2983.933333,1499.066667,1
,2846.166667,1409.166667,1,2975.066667,1491.933333,1
,2837,1400,1,2966.2,1484.8,1
,2827.833333,1390.833333,1,2957.333333,1477.666667,1
,2818.666667,1381.666667,1,2948.466667,1470.533333,1
,2809.5,1372.5,1,2939.6,1463.4,1
,2800.333333,1363.333333,1,2930.733333,1456.266667,1
,2791.166667,1354.166667,1,2921.866667,1449.133333,1
,2782,1345,1,2913,1442,1
